professor,projeto,resumo
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento de uma vacina contra BoHV-5 gerada por Yeast Surface Display,21/03/2019 - 10/10/2020
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento de uma vacina contra BoHV-5 gerada por Yeast Surface Display,Centro de Desenvolvimento Tecnológico
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento de uma vacina contra BoHV-5 gerada por Yeast Surface Display,FABIO PEREIRA LEIVAS LEITE
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento de uma vacina contra BoHV-5 gerada por Yeast Surface Display,Ciências Biológicas - Imunologia - Imunologia Aplicada
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento de uma vacina contra BoHV-5 gerada por Yeast Surface Display,"A tecnologia de Cell Surface Display baseia-se na imobilização de proteínas na superfície de células recombinantes, o que abrange o conhecimento de vias bioquímicas, modificações pós-traducionais, arquitetura da célula, e o desenvolvimento de protocolos de transformação genética. A levedura Saccharomyces cerevisiae é um dos principais modelos para expressão de proteínas recombinantes por apresentar diferentes vantagens como: (a) microrganismo com status GRAS (Generally Regarded as Safe); (b) uma amplitude de vetores disponíveis; (c) é capaz de executar modificações pós-traducionais em proteínas. O interesse na utilização do probiótico S. cerevisiae está no baixo custo
e alta eficiência da levedura contra desordens no trato gastrointestinal (GTI). S. cerevisiae aplicada à imunoterapia é capaz de ativar uma potente resposta imune inata e uma resposta baseada em linfócitos T diretamente contra a proteína recombinante, e ainda, pode ser utilizada como carreadora de vetores de DNA ou shRNA. Ainda, destaca-se o potencial como vetor na entrega de antígenos recombinantes, no formato de células inteiras inativadas (heat-killed whole recombinant S. cerevisiae) que, quando inoculadas em modelos animais, são responsáveis por ativar células dendríticas. Dessa forma, a utilização da levedura para apresentação de antígenos desperta o interesse não só por
induzir uma resposta imune local e sistêmica, mas também por ser uma forma segura e de fácil administração para uma imunoterapia. No laboratório de Microbiologia do Centro de Desenvolvimento Tecnológico (CDTec) da Universidade Federal de Pelotas está disponível uma cepa de S. cerevisiae 4741 capaz de expressar em sua superfície a
glicoproteína D (gD) de herpesvírus bovino do tipo 5 (BoHV-5). Visto que as mucosas, principalmente o trato respiratório, são as principais vias de entrada e fontes de replicação de BoHV-5, uma vacina que estimule a resposta imune de mucosa e posteriormente de forma sistêmica, é o objetivo a ser alcançado para o combate eficaz da doença. O objetivo desse projeto é utilizar a cepa recombinante para imunizar grupos de camundongos e pelas vias oral e subcutânea, e ainda imunizar grupos de bovinos através da via intramuscular e oral, testando esses métodos frente a imunização com gD recombinante purificada. Assim, poderão ser avaliados os benefícios conferidos pela imunoterapia que utiliza a levedura S. cerevisiae como um sistema de apresentação de antígenos vacinais."
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,PESQUISA
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,02/04/2017 - 01/08/2020
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,Centro de Desenvolvimento Tecnológico
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,FABRICIO ROCHEDO CONCEICAO
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,Ciências Biológicas - Microbiologia - Microbiologia Industrial e de Fermentação
FABRICIO ROCHEDO CONCEICAO,Obtenção de proteína unicelular e probióticos usando efluentes industriais como meio de cultivo,O projeto visa desenvolver tecnologia de obtenção de proteínas unicelulares e  probióticos de leveduras a partir de efluentes e subprodutos industriais e avaliá-las como insumos em rações animais. O efluente do processo de parboilização de arroz e um subproduto da indústria do biodiesel serão testados como meio de cultivo. Inicialmente serão selecionadas as variáveis da composição dos efluentes que apresentem maior influência na obtenção de biomassa sendo posteriormente otimizadas as condições das mesmas num agitador orbital. A caracterização da alteração de composição dos efluentes e o impacto ambiental serão determinados nas condições otimizadas de cultivo. Estudos em fermentador de bancada serão efetuados e usado na produção de proteína ou probióticos a serem avaliados em rações de frango de corte.
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,PESQUISA
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,31/03/2017 - 01/08/2020
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,Centro de Desenvolvimento Tecnológico
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,FABRICIO ROCHEDO CONCEICAO
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,Ciências Biológicas - Imunologia - Imunologia Aplicada
FABRICIO ROCHEDO CONCEICAO,Desenvolvimento e avaliação de vacina com antígenos recombinantes de Toxocara canis para controle da Larva Migrans Visceral,"A Larva migrans Visceral (LMV) tem como principal agente o nematóide Toxocara canis e apesar de sua importância e ampla distribuição mundial, é uma parasitose negligenciada. Estudos realizados com crianças e adolescentes no Brasil mostraram índices de soroprevalência da LMV que variam entre 35 e 60% e, além disso, as condições sociais, culturais e ambientais em que os indivíduos estão inseridos podem ser relacionadas aos fatores de risco a infecção por T. canis. Em vista desse problema de saúde pública o objetivo do projeto é produzir antígenos recombinantes de Toxocara canis para desenvolvimento de uma vacina para controle da Larva Migrans Visceral. As proteínas recombinantes serão clonadas, expressas em Escherichia coli e Pichia pastoris e posteriormente purificadas. Essas proteínas serão utilizadas para imunização de camundongos. Após a imunização, será verificada a resposta humoral e celular frente aos antígenos recombinantes e posteriormente os animais serão desafiados com larvas de T. canis. Formas alternativas de prevenção como a produção de uma vacina, associados à menor contaminação ambiental, podem possibilitar a redução na prevalência e minimização dos danos provocados por essa síndrome."
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,PESQUISA
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,01/08/2016 - 01/08/2020
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,Centro de Desenvolvimento Tecnológico
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,FABRICIO ROCHEDO CONCEICAO
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,Multidisciplinar - Biotecnologia
FABRICIO ROCHEDO CONCEICAO,Produção de anticorpos monoclonais para identificação do complexo Mycobacterium tuberculosis,"Tuberculose (TB) continua sendo um dos maiores problemas de saúde pública na maioria dos países de baixa e média renda, representando em todo mundo a segunda principal causa de morte por doenças infecciosas. 
É uma doença infecciosa causada pelos membros do complexo Mycobacterium tuberculosis (CMT) como M. tuberculosis, M. bovis, M. africanum, M. microti, M. canetti, M. caprae, M. pinnipedi e M. orygisi. Porém, espécies de micobactérias não tuberculosas (MNT), micro-organismos ambientais, podem causar infecções em humanos. Nos últimos anos, casos decorrentes de MNTs aumentaram em virtude da epidemia de HIV/AIDS e da resistência aos antibióticos utilizados. Nos países em desenvolvimento mais de 90% dos isolados clínicos pertencem ao complexo M. tuberculosis, mas mesmo assim, é importante diferenciar CMT de MNT, pois a conduta clínica, terapia antimicrobiana e medidas de controle da infecção diferem dependendo da espécie de micobactéria. 
O diagnóstico de TB é um fator essencial para o controle da enfermidade, uma vez que o tempo entre o aparecimento dos sintomas, o diagnóstico e o início do tratamento correto podem significar uma maior ou menor transmissibilidade do bacilo na comunidade. O método tradicional para a distinção entre espécies CMT e MNT é geralmente realizado pela taxa de crescimento em cultura, pigmentação de colônias e características bioquímicas. A identificação bioquímica produz resultados tardios, os procedimentos são trabalhosos, e podem não permitir a correta identificação de micobactérias. Outros métodos tais como cromatografia gasosa, cromatografia líquida de alta eficiência (HPLC) e técnicas moleculares permitem a identificação rápida e precisa de CMT, porém são testes caros, laboriosos e o uso dessas técnicas no diagnóstico de TB somente é viável em centros com estrutura física adequada e profissionais especializados. Como uma alternativa para superar esses obstáculos, foram desenvolvidos ensaios imunocromatográficos (IC) para o diagnóstico de TB, uma vez que apresentam baixo custo, estabilidade a longo prazo, facilidade de realização e de interpretação dos resultados, porém necessitam de um laboratório com estrutura para o cultivo de micobactérias. Esses ensaios possibilitam a distinção entre CMT e MNT, pois são baseados na identificação de MPT64, uma proteína específica de CMT, por anticorpo monoclonal (MAb). Sendo assim, ainda há uma carência de testes diagnósticos de TB no Brasil que sejam baratos, rápidos, fáceis e aplicáveis"
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.","Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos."
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.",PESQUISA
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.",01/06/2017 - 01/06/2020
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.",Instituto de Biologia
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.",DAIANE DRAWANZ HARTWIG
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.",Ciências Biológicas - Microbiologia
FABRICIO ROCHEDO CONCEICAO,"Klebsiella pneumoniae KPC: aspectos epidemiológicos, moleculares e terapêuticos.","É notório o aumento na frequência de doenças infecciosas causadas por microrganismos multirresistentes (MMR) nas instituições de saúde e na comunidade, sendo alguns microrganismos os maiores responsáveis pelo agravamento da situação, devido a sua resistência a antimicrobianos comumente utilizados, dificultando assim a terapêutica. Existindo a importância do levantamento da ocorrência de isolados produtores de carbapenemases para a clínica médica, o presente projeto tem como objetivo avaliar a presença de isolados de Klebsiella pneumoniae produtoras de carbapenemase tipo KPC, isoladas de pacientes internados em um hospital da cidade de Pelotas, RS. Os isolados de K. pneumoniae serão submetidos a análises microbiológicas, de sensibilidade a carbapenêmicos e caracterização molecular. A pesquisa da presença do gene kpc será realizada pela técnica de PCR e a relação genética entre os isolados de K. pneumoniae KPC será estudada utilizando-se a técnica de PFGE. Além disso, será determinada a capacidade formadora de biofilme dos isolados e também a atividade de novos compostos sintéticos e naturais na terapêutica contra estas bactérias. O desenvolvimento deste projeto possibilitará o monitoramento da ocorrência de cepas produtoras de carbapenemases do tipo KPC em K. pneumoniae de interesse clínico, contribuindo para delinear a amplitude do problema e para definir opções de tratamento e medidas de contenção adequadas. Além disso, a realização deste projeto oportunizará a formação de recursos humanos e a consolidação do grupo de pesquisa."
